"","AD1","AD2","AD3","AH1","AH2","AH3","CD1","CD2","CD3","CH1","CH2","CH3","LD1","LD2","LD3","LH1","LH2","LH3","VD1","VD2","VD3","VH1","VH2","VH3"
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__Paraconiothyrium fuckelii",17,0,35,0,37,23,60,314,0,30,0,32,17,62,120,12,19,66,40,0,269,0,312,0
"k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__Paraglomus laccatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__unidentified",0,0,0,94,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,307,0,148
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma chrysanthemicola",5,0,0,0,0,0,3,20,0,5,0,0,0,0,10,1,0,0,1,0,6,0,20,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__unidentified",4,0,28,0,60,19,12,68,0,19,0,11,27,50,3,12,3,30,10,0,50,0,32,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Parmelia;s__unidentified",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__unidentified;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Penicillaginaceae;g__Penicillago;s__Penicillago nodositata",1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium adametzii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium adametzioides",1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,7,0,0,0,2,0,1,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium anatolicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium aurantiogriseum",0,0,1,0,10,0,5,0,0,0,0,0,0,3,0,6,0,3,0,0,20,0,10,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium bialowiezense",0,0,0,0,0,7,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium bilaiae",0,0,0,0,0,4,0,10,0,1,0,0,0,0,0,0,3,9,0,0,0,0,4,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium brasilianum",0,0,3,0,52,8,7,132,0,7,78,7,10,8,0,8,10,15,17,0,138,0,12,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium brevicompactum",1,0,0,0,16,18,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,13,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium camemberti",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium capsulatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium chrysogenum",4,0,3,0,2,20,10,28,0,18,0,0,5,18,47,0,0,8,0,121,48,0,32,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium citrinum",3,0,0,0,0,0,0,44,0,0,80,6,5,4,0,0,7,0,0,0,0,0,2,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium coralligerum",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium crystallinum",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium cyclopium",0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium digitatum",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__unidentified",0,0,0,69,0,0,5,34,0,0,358,0,1,0,0,0,0,0,0,0,0,0,4,232
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium expansum",3,0,0,0,0,0,2,3,0,0,0,9,0,0,10,0,3,7,1,0,56,0,15,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium glabrum",5,0,36,0,16,2489,32,73,0,25,0,18,16,34,25,6,15,38,38,104,87,124,91,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium griseofulvum",0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium herquei",0,0,0,298,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,297,0,340,0,114
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium jugoslavicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium levitum",0,0,3,76,0,0,6,34,6986,2,268,0,0,5,0,0,0,0,0,82,31,228,0,219
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium madriti",0,0,0,0,25,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,8,0,10,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium mariae-crucis",1,0,13,0,47,10,9,74,0,12,0,0,64,94,52,5,16,19,11,0,58,0,15,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium melinii",0,309,0,83,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,186,0,82,0,50
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium menonorum",2,0,7,0,110,0,4,55,0,6,0,6,1,9,57,1,1,8,19,0,12,0,37,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium monsgalena",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium ochrochloron",0,0,0,0,57,0,0,1,0,3,0,6,1,0,0,0,3,4,0,0,23,0,12,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium olsonii",0,0,3,0,1,0,5,0,0,12,0,4,3,0,25,1,3,0,0,0,0,0,24,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium oxalicum",0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium pimiteouiense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces pinophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium polonicum",2,297,4,0,12,4,5,43,0,0,0,3,1,11,2,4,4,2,3,0,7,0,14,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium restrictum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium roseopurpureum",3,0,0,0,0,1,0,12,0,0,0,0,0,2,0,3,0,6,1,0,0,0,3,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium simplicissimum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium sizovae",0,0,2,0,31,2,0,22,0,4,0,0,0,0,0,14,0,12,2,0,14,0,20,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium westlingii",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora aurantiaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora pini",4,0,0,0,0,0,2,4,0,8,0,71712,0,0,0,5,0,0,0,0,0,0,3,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__unidentified",0,0,0,55,28,10,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,5,73
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia prolifica",0,0,13,0,21,10,14,89,0,15,0,8,11,55,104,17,23,11,7,0,99,0,98,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Pertusariaceae;g__Pertusaria;s__Pertusaria leioplaca",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Pesotum;s__unidentified",0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Pestalotiopsis;s__Pestalotiopsis disseminata",7340,0,16065,0,8526,827,7406,367,0,8084,0,3663,6862,21220,16117,5852,9574,10709,4069,0,22846,0,314,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Petriella;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0
"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;s__Peziza saccardoana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;s__unidentified",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;s__Peziza subcitrina",0,0,0,0,18,1,4,9,0,0,0,7,3,4,23,3,0,0,16,0,0,0,13,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Pezizella;s__Pezizella chrysostigma",0,0,0,0,56,21,5,139,0,3,0,1,0,13,24,1,0,22,18,0,10,0,12,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium;s__Phaeoacremonium australiense",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,7,10,0,0,0,9,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium;s__Phaeoacremonium fraxinopennsylvanicum",3,0,1,0,0,0,11,0,0,0,0,0,0,0,2,0,5,0,6,0,0,0,14,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium;s__Phaeoacremonium hungaricum",3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,10,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium;s__Phaeoacremonium iranianum",0,0,0,0,0,0,0,10,0,1,0,0,0,5,0,0,0,0,1,0,30,0,0,0
"k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces;s__Phaeococcomyces mexicanus",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces;s__unidentified",0,0,7,0,0,3,1,11,0,0,0,0,1,0,26,4,0,4,3,0,0,0,5,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Phaeocytostroma;s__Phaeocytostroma ambiguum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Phaeomoniella;s__unidentified",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90,7,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__unidentified",4,0,0,0,1,8,13,0,0,2,0,4,0,12,20,3,5,0,1,0,25,0,24,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Phaeothecoidea;s__Phaeothecoidea intermedia",1,0,20,0,28,7,7,0,0,5,0,4,16,3,46,9,7,2,11,0,72,0,34,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__Phallus;s__Phallus rugulosus",0,0,0,0,37,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Phialocephala;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora americana",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora geniculata",0,0,5,0,0,5,0,11,0,11,0,2,0,8,0,0,0,9,3,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phlebiopsis;s__Phlebiopsis gigantea",17,0,25,79,12,0,0,0,0,0,76,0,65232,41,50,0,9,15,0,200,0,122,0,94
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;s__Pholiota conissans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Pholiotina;s__Pholiotina sulcata",0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma adonidicola",0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,500,0,65
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Neocamarosporium;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma herbarum",10,0,17,0,8,16,23,105,0,10,0,16,7,27,35,25,5,12,5,0,142,0,163,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__unidentified",8,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,17,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Phomopsis;s__unidentified",0,0,0,0,0,0,0,22,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Phyllostictaceae;g__Phyllosticta;s__Phyllosticta sojicola",3,0,19,0,0,3,7,50,0,9,0,4,37,21,117,2,24,7,0,0,114,0,33,0
"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia fermentans",0,0,1,0,0,12,0,0,0,0,0,4,0,0,31,6,0,0,1,0,0,0,5,0
"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia kluyveri",1,0,3,0,0,0,0,12,0,0,0,7,4,7,0,9,0,0,0,0,27,0,7,0
"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia kudriavzevii",0,0,0,0,6,5,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia membranifaciens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__unidentified",0,0,0,0,34,5,0,0,0,10,0,0,0,0,26,0,0,5,11,0,0,0,19,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__unidentified",11,124,51,357,225,61,71,345,0,31,1587,52,15,25,77,13,48,93,71,4613,536,1235,283,795
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Calosphaeriales;f__Pleurostomataceae;g__Pleurostoma;s__Pleurostoma richardsiae",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Pochonia;s__unidentified",0,0,8,0,0,0,20,29,0,0,0,2,0,3,0,0,5,0,0,0,19,0,20,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Podospora;s__unidentified",7,0,46,0,111,33,23,136,0,22,136,26,75,171,124,15,18,64,24,0,194,73,202,93
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Polyblastia;s__Polyblastia abscondita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae;g__Polytolypa;s__Polytolypa hystricis",1,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia flanaganii",1,0,6,0,0,0,3,1,0,0,0,0,1,16,16,1,2,0,0,52,41,0,26,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__unidentified",1,0,31,0,0,17,26,50,0,18,0,11,86,103,103,2,0,11,13,0,67,76,58,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Proliferodiscus;s__unidentified",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Protomycetaceae;g__Protomyces;s__unidentified",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella complutensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella maculata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__unidentified",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella stercoraria",0,0,5,0,0,12,0,19,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0
"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudaleuria;s__unidentified",31,0,41,0,138,39,57,235,0,45,0,35,79,398,197,8,20,29,36,0,195,0,350,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Pseudocercospora;s__unidentified",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified",1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Pseudopenicillium;s__unidentified",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;s__Pseudopithomyces chartarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudopyrenochaetaceae;g__Pseudopyrenochaeta;s__Pseudopyrenochaeta lycopersici",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Pseudothielavia;s__Pseudothielavia terricola",0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Pseudotremella;s__Pseudotremella moriformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Psilocybe;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pulvinula;s__unidentified",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0
"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium;s__Purpureocillium lilacinum",4,0,13,69,4,7,30,170,0,7,63,6,0,45,19,13,20,15,39,0,76,0,47,78
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;s__unidentified",0,0,0,0,30,0,0,11,0,0,0,5,0,3,0,1,0,0,1,102,0,147,2,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pyrenochaetopsidaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis decipiens",0,0,0,144,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,123,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pyrenochaetopsidaceae;g__Pyrenochaetopsis;s__unidentified",1,0,0,0,34,5,0,28,0,0,0,5,0,0,20,0,0,4,3,66,50,0,29,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora lolii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0
